id,r,cx,cz,c,contrast,cnr,snr,gcnr
1047,0.004,-0.002,0.065,1530.0,-9.99366581439972,-0.9602729678153992,1.4474046230316162,0.6359637627567105
1050,0.006,0.002,0.0575,1430.0,-8.214138150215149,-0.9264492392539978,1.592301607131958,0.5592095405258886
1053,0.002,0.004,0.0425,1500.0,-6.501657962799072,-0.7048144340515137,1.4223231077194214,0.5672515535096341
1068,0.003,-0.016,0.055,1600.0,-8.60060453414917,-0.9208831787109375,1.5274145603179932,0.5729300005022693
1073,0.006,-0.008,0.0625,1530.0,-9.6657395362854,-1.0459603071212769,1.6210311651229858,0.6218574416292132
1082,0.008,0.014,0.055,1590.0,-9.488483667373657,-1.0105583667755127,1.5771209001541138,0.6248735019329257
1083,0.003,-0.016,0.0475,1430.0,-6.295762658119202,-0.8037696480751038,1.6871641874313354,0.5171966939604895
1084,0.008,0.002,0.06,1460.0,-9.880894422531128,-1.029563307762146,1.567498803138733,0.6351192729966042
1085,0.004,-0.014,0.0625,1490.0,-8.568607568740845,-0.90247642993927,1.4994434118270874,0.5752426380585627
1094,0.008,0.014,0.0575,1600.0,-10.852103233337402,-1.1044937372207642,1.595676064491272,0.6838637072739555
1102,0.003,-0.014,0.05,1550.0,-7.109640836715698,-0.8311903476715088,1.5776207447052002,0.5173593712555611
1103,0.006,0.01,0.0675,1530.0,-9.219641089439392,-1.0153859853744507,1.6156619787216187,0.6172866623318711
1107,0.002,0.002,0.065,1560.0,-9.579310417175293,-1.1223558187484741,1.742350459098816,0.7828001560520395
1111,0.002,-0.008,0.0425,1590.0,-7.684988975524902,-1.0359666347503662,1.8892743587493896,0.7076023833616667
1118,0.002,0.004,0.07,1450.0,-7.132346034049988,-0.8510342836380005,1.6544215679168701,0.6078846092997974
1141,0.006,0.014,0.0575,1490.0,-8.835865259170532,-1.0043907165527344,1.6478486061096191,0.6012539968942132
1142,0.006,-0.002,0.0425,1430.0,-7.375946640968323,-0.8779158592224121,1.644997000694275,0.5105016200614451
1143,0.003,-0.008,0.04,1450.0,-7.2458416223526,-0.922698438167572,1.785324215888977,0.535522680688659
1146,0.006,0.01,0.065,1540.0,-10.32057523727417,-1.0160447359085083,1.5044288635253906,0.637496455388782
1150,0.006,-0.002,0.04,1580.0,-9.360988140106201,-0.9775388836860657,1.5378906726837158,0.6118681880451502
1155,0.004,0.014,0.0625,1520.0,-9.141457080841064,-1.0115435123443604,1.6235700845718384,0.6189839409636001
1159,0.006,0.0,0.07,1530.0,-9.552713632583618,-1.0189378261566162,1.5864317417144775,0.6242724829760316
1160,0.004,0.014,0.05,1580.0,-8.225870728492737,-0.8478580713272095,1.4445949792861938,0.5442530633177347
1162,0.006,-0.012,0.06,1430.0,-7.8558772802352905,-0.9057970643043518,1.6048616170883179,0.5419573696627479
1167,0.008,-0.012,0.065,1430.0,-8.882037997245789,-0.9748104214668274,1.5922092199325562,0.5958175493365309
1169,0.003,0.002,0.055,1570.0,-9.711415767669678,-1.034769892692566,1.6009083986282349,0.6645546169358925
1171,0.003,0.004,0.0425,1430.0,-7.292772531509399,-0.9138091802597046,1.740666151046753,0.5474029167682666
1179,0.004,-0.016,0.055,1520.0,-7.367600798606873,-0.8898473978042603,1.6629705429077148,0.5345662022724864
1180,0.003,-0.016,0.045,1590.0,-8.168562054634094,-0.9331262111663818,1.6117485761642456,0.590198947579281
1182,0.008,-0.006,0.0525,1530.0,-10.238456726074219,-1.0822643041610718,1.6170743703842163,0.6686436038920089
1185,0.002,0.004,0.0675,1480.0,-6.759902238845825,-0.8255602717399597,1.6254512071609497,0.5964912746225651
1196,0.008,0.014,0.0675,1470.0,-9.500304460525513,-0.9877052307128906,1.5408358573913574,0.6187438182098814
1197,0.002,0.016,0.065,1570.0,-6.555125117301941,-0.8626623153686523,1.7480744123458862,0.6187136314403867
1200,0.006,-0.014,0.045,1470.0,-7.76026725769043,-0.9286234378814697,1.6685036420822144,0.540356190863672
1203,0.003,0.002,0.0525,1520.0,-7.647371888160706,-0.9118845462799072,1.6631226539611816,0.5589486319164986
1205,0.008,0.012,0.0575,1450.0,-8.64365041255951,-0.959615170955658,1.592941164970398,0.5809941434153229
1206,0.002,-0.014,0.055,1510.0,-5.452762842178345,-0.7705694437026978,1.8814297914505005,0.6071429048306499
1216,0.002,-0.014,0.0675,1600.0,-10.665980577468872,-1.3076742887496948,1.9299867153167725,0.7836256268232159
1229,0.008,0.008,0.0625,1420.0,-8.841338753700256,-0.9805389046669006,1.6117876768112183,0.5900198517372333
